manuscript_type,novel_biologging,other_data,biologging_fair,other_fair,authors,title,source,year,volume,issue,doi,pub_type,id
,,,,,"Chakravarty, P; Cozzi, G; Dejnabadi, H; Leziart, PA; Manser, M; Ozgul, A; Aminian, K",Seek and learn: Automated identification of microevents in animal behaviour using envelopes of acceleration data and machine learning,METHODS IN ECOLOGY AND EVOLUTION,2020,11,12,10.1111/2041-210X.13491,J,chakravarty2020
,,,,,"Alfonso, S; Zupa, W; Manfrin, A; Fiocchi, E; Dioguardi, M; Dara, M; Lembo, G; Carbonara, P; Cammarata, M",Surgical implantation of electronic tags does not induce medium-term effect: insights from growth and stress physiological profile in two marine fish species,ANIMAL BIOTELEMETRY,2020,8,1,10.1186/s40317-020-00208-w,J,alfonso2020
,,,,,"Jacoby, DMP; Brooks, EJ; Croft, DP; Sims, DW",Developing a deeper understanding of animal movements and spatial dynamics through novel application of network analyses,METHODS IN ECOLOGY AND EVOLUTION,2012,3,3,10.1111/j.2041-210X.2012.00187.x,J,jacoby2012
,,,,,"Leighty, KA; Soltis, J; Wesolek, CM; Savage, A; Mellen, J; Lehnhardt, J",GPS Determination of Walking Rates in Captive African Elephants (Loxodonta africana),ZOO BIOLOGY,2009,28,1,10.1002/zoo.20199,J,leighty2009
,,,,,"Moreau, M; Siebert, S; Buerkert, A; Schlecht, E",Use of a tri-axial accelerometer for automated recording and classification of goats' grazing behaviour,APPLIED ANIMAL BEHAVIOUR SCIENCE,2009,119,3-4,10.1016/j.applanim.2009.04.008,J,moreau2009
,,,,,"Dendrinos, P; Karamanlidis, AA; Androukaki, E; McConnell, BJ",Diving development and behavior of a rehabilitated mediterranean monk seal (Monachus monachus),MARINE MAMMAL SCIENCE,2007,23,2,10.1111/j.1748-7692.2007.00115.x,J,dendrinos2007
,,,,,"Lee, WY; Kokubun, N; Jung, JW; Chung, H; Kim, JH",Diel diving behavior of breeding gentoo penguins on King George Island in Antarctica,ANIMAL CELLS AND SYSTEMS,2015,19,4,10.1080/19768354.2015.1074107,J,lee2015
,,,,,"Wiskirchen, KH; Jacobsen, TC; Sullivan, JD; Ditchkoff, SS",Hunter Cooperation With Requests to Avoid a Visibly Marked Ungulate,WILDLIFE SOCIETY BULLETIN,2017,41,2,10.1002/wsb.754,J,wiskirchen2017
,,,,,"Sarova, R; Spinka, M; Panama, JLA; Simecek, P",Graded leadership by dominant animals in a herd of female beef cattle on pasture,ANIMAL BEHAVIOUR,2010,79,5,10.1016/j.anbehav.2010.01.019,J,sarova2010
,,,,,"Cullen, JA; Attias, N; Desbiez, ALJ; Valle, D",Biologging as an important tool to uncover behaviors of cryptic species: an analysis of giant armadillos (Priodontes maximus),PEERJ,2023,11,NA,10.7717/peerj.14726,J,cullen2023
,,,,,"Lethbridge, MR; Anderson, N; Harper, ML; Gee, P",Movements and landscape use of camels in central Australia revealed by GPS satellite,RANGELAND JOURNAL,2010,32,1,10.1071/RJ09050,J,lethbridge2010
,,,,,"Wyles, HME; Boehme, L; Russell, DJF; Carter, MID",A Novel Approach to Using Seabed Geomorphology as a Predictor of Habitat Use in Highly Mobile Marine Predators: Implications for Ecology and Conservation,FRONTIERS IN MARINE SCIENCE,2022,9,NA,10.3389/fmars.2022.818635,J,wyles2022
,,,,,"Russell, ML; Bailey, DW; Thomas, MG; Witmore, BK","Grazing Distribution and Diet Quality of Angus, Brangus, and Brahman Cows in the Chihuahuan Desert",RANGELAND ECOLOGY & MANAGEMENT,2012,65,4,10.2111/REM-D-11-00042.1,J,russell2012
,,,,,"Soares, LS; Bjorndal, KA; Bonen, AB; Wayne, ML; Castilhos, JC; Weber, MI; Lopez-Mendilaharsu, M; Marcovaldi, MA; Vilaca, ST; Naro-Maciel, E","Reproductive output, foraging destinations, and isotopic niche of olive ridley and loggerhead sea turtles, and their hybrids, in Brazil",ENDANGERED SPECIES RESEARCH,2021,44,NA,10.3354/esr01095,J,soares2021
,,,,,"Cloyed, CS; Balmer, BC; Schwacke, LH; Takeshita, R; Hohn, A; Wells, RS; Rowles, TK; Saliki, JT; Smith, CR; Tumlin, MC; Zolman, ES; Fauquier, DA; Carmichael, RH",Linking morbillivirus exposure to individual habitat use of common bottlenose dolphins (Tursiops truncatus) between geographically different sites,JOURNAL OF ANIMAL ECOLOGY,2021,90,5,10.1111/1365-2656.13446,J,cloyed2021a
,,,,,"Jury, SH; Langley, T; Gutzler, BC; Goldstein, JS; Watson, WH",Monitoring the behavior of freely moving lobsters with accelerometers,BULLETIN OF MARINE SCIENCE,2018,94,3,10.5343/bms.2017.1117,J,jury2018
,,,,,"Chang, AZ; Fogarty, ESS; Swain, DLL; Garcia-Guerra, A; Trotter, MGG",Accelerometer derived rumination monitoring detects changes in behaviour around parturition,APPLIED ANIMAL BEHAVIOUR SCIENCE,2022,247,NA,10.1016/j.applanim.2022.105566,J,chang2022
,,,,,"Watt, CA; Orr, JR; Heide-Jorgensen, MP; Nielsen, NH; Ferguson, SH",Differences in dive behaviour among the world's three narwhal Monodon monoceros populations correspond with dietary differences,MARINE ECOLOGY PROGRESS SERIES,2015,525,NA,10.3354/meps11202,J,watt2015
,,,,,"Thys, TM; Hobson, BW; Dewar, H",Marine animals: The next generation of autonomous underwater vehicle?,"OCEANS 2001 MTS/IEEE: AN OCEAN ODYSSEY, VOLS 1-4, CONFERENCE PROCEEDINGS",2001,NA,NA,NA,C,thys2001
,,,,,"Thaxter, CB; Ross-Smith, VH; Bouten, W; Masden, EA; Clark, NA; Conway, GJ; Barber, L; Clewley, GD; Burton, NHK",Dodging the blades: new insights into three-dimensional space use of offshore wind farms by lesser black-backed gulls Larus fuscus,MARINE ECOLOGY PROGRESS SERIES,2018,587,NA,10.3354/meps12415,J,thaxter2018
,,,,,"Brisson-Curadeau, E; Handrich, Y; Elliott, KH; Bost, CA",Accelerometry predicts prey-capture rates in the deep-diving king penguin Aptenodytes patagonicus,MARINE BIOLOGY,2021,168,10,10.1007/s00227-021-03968-y,J,brissoncuradeau2021
,,,,,"Roberts, KE; Smith, BJ; Burkholder, D; Hart, KM",Evaluating the use of marine protected areas by endangered species: A habitat selection approach,ECOLOGICAL SOLUTIONS AND EVIDENCE,2021,2,1,10.1002/2688-8319.12035,J,roberts2021
,,,,,"Simoni, A; Hancock, A; Wunderlich, C; Klawitter, M; Breuer, T; Konig, F; Weimar, K; Drillich, M; Iwersen, M",Association between Rumination Times Detected by an Ear Tag-Based Accelerometer System and Rumen Physiology in Dairy Cows,ANIMALS,2023,13,4,10.3390/ani13040759,J,simoni2023
,,,,,"Cheng, IJ; Wang, YH","INFLUENCE OF SURFACE CURRENTS ON POST-NESTING MIGRATION OF GREEN SEA TURTLES NESTING ON WAN-AN ISLAND, PENGHU ARCHIPELAGO, TAIWAN",JOURNAL OF MARINE SCIENCE AND TECHNOLOGY-TAIWAN,2009,17,4,NA,J,cheng2009
,,,,,"Mate, BR; Irvine, LM; Palacios, DM",The development of an intermediate-duration tag to characterize the diving behavior of large whales,ECOLOGY AND EVOLUTION,2017,7,2,10.1002/ece3.2649,J,mate2017
,,,,,"Eriksen, A; Wabakken, P; Zimmermann, B; Andreassen, HP; Arnemo, JM; Gundersen, H; Liberg, O; Linnell, J; Milner, JM; Pedersen, HC; Sand, H; Solberg, EJ; Storaas, T",Activity patterns of predator and prey: a simultaneous study of GPS-collared wolves and moose,ANIMAL BEHAVIOUR,2011,81,2,10.1016/j.anbehav.2010.11.011,J,eriksen2011
,,,,,"Olson, EL; Salomon, AK; Wirsing, AJ; Heithaus, MR","Large-scale movement patterns of male loggerhead sea turtles (Caretta caretta) in Shark Bay, Australia",MARINE AND FRESHWATER RESEARCH,2012,63,11,10.1071/MF12030,J,olson2012
,,,,,"Gatti, P; Fisher, JAD; Cyr, F; Galbraith, PS; Robert, D; Bris, AL",A review and tests of validation and sensitivity of geolocation models for marine fish tracking,FISH AND FISHERIES,2021,22,5,10.1111/faf.12568,J,gatti2021
,,,,,"Wild, TA; Wikelski, M; Tyndel, S; Alarcon-Nieto, G; Klump, BC; Aplin, LM; Meboldt, M; Williams, HJ",Internet on animals: Wi-Fi-enabled devices provide a solution for big data transmission in biologging,METHODS IN ECOLOGY AND EVOLUTION,2023,14,1,10.1111/2041-210X.13798,J,wild2023a
,,,,,"D'Eon, RG",Effects of a stationary GPS fix-rate bias on habitat selection analyses,JOURNAL OF WILDLIFE MANAGEMENT,2003,67,4,10.2307/3802693,J,deon2003
,,,,,"Wilkinson, BP; Satge, YG; Lamb, JS; Jodice, PGR",Tropical cyclones alter short-term activity patterns of a coastal seabird,MOVEMENT ECOLOGY,2019,7,1,10.1186/s40462-019-0178-0,J,wilkinson2019
,,,,,"Tucker, AD; MacDonald, BD; Seminoff, JA",Foraging site fidelity and stable isotope values of loggerhead turtles tracked in the Gulf of Mexico and northwest Caribbean,MARINE ECOLOGY PROGRESS SERIES,2014,502,NA,10.3354/meps10655,J,tucker2014
,,,,,"Literak, I; Raab, R; Skrabal, J; Vyhnal, S; Dostal, M; Matusik, H; Makon, K; Maderic, B; Spakovszky, P",Dispersal and philopatry in Central European Red Kites Milvus milvus,JOURNAL OF ORNITHOLOGY,2022,163,2,10.1007/s10336-021-01950-5,J,literak2022
,,,,,"Hart, KM; Iverson, AR; Fujisaki, I; Lamont, MM; Bucklin, D; Shaver, DJ",Sympatry or syntopy? Investigating drivers of distribution and co-occurrence for two imperiled sea turtle species in Gulf of Mexico neritic waters,ECOLOGY AND EVOLUTION,2018,8,24,10.1002/ece3.4691,J,hart2018a
,,,,,"Beirne, C; Nunez, CL; Baldino, M; Kim, S; Knorr, J; Minich, T; Jin, LR; Xiao, SY; Mbamy, W; Obiang, GN; Masseloux, J; Nkoghe, T; Ebanega, MO; Rundel, C; Wright, JP; Poulsen, JR","Estimation of gut passage time of wild, free roaming forest elephants",WILDLIFE BIOLOGY,2019,NA,NA,10.2981/wlb.00543,J,beirne2019
,,,,,"Gilbert, M; Newman, SH; Takekawa, JY; Loth, L; Biradar, C; Prosser, DJ; Balachandran, S; Rao, MVS; Mundkur, T; Yan, BP; Xing, Z; Hou, YS; Batbayar, N; Natsagdorj, T; Hogerwerf, L; Slingenbergh, J; Xiao, XM",Flying Over an Infected Landscape: Distribution of Highly Pathogenic Avian Influenza H5N1 Risk in South Asia and Satellite Tracking of Wild Waterfowl,ECOHEALTH,2010,7,4,10.1007/s10393-010-0672-8,J,gilbert2010
,,,,,"Cade, DE; Barr, KR; Calambokidis, J; Friedlaender, AS; Goldbogen, JA",Determining forward speed from accelerometer jiggle in aquatic environments,JOURNAL OF EXPERIMENTAL BIOLOGY,2018,221,2,10.1242/jeb.170449,J,cade2018
,,,,,"Jensen, DR; Graves, JE","Movements, habitat utilization, and post-release survival of cobia (Rachycentron canadum) that summer in Virginia waters assessed using pop-up satellite archival tags",ANIMAL BIOTELEMETRY,2020,8,1,10.1186/s40317-020-00212-0,J,jensen2020
,,,,,"Seward, A; Taylor, RC; Perrow, MR; Berridge, RJ; Bowgen, KM; Dodd, S; Johnstone, I; Bolton, M",Effect of GPS tagging on behaviour and marine distribution of breeding Arctic Terns Sterna paradisaea,IBIS,2021,163,1,10.1111/ibi.12849,J,seward2021
,,,,,"Jiang, ZW; Takatsuki, S; Kitahara, M; Sugita, M",Designs to reduce the effect of body heat on temperature sensor in board house of GPS radio-collar,MAMMAL STUDY,2012,37,3,10.3106/041.037.0301,J,jiang2012
,,,,,"Narazaki, T; Sato, K; Abernathy, KJ; Marshall, GJ; Miyazaki, N",Loggerhead Turtles (Caretta caretta) Use Vision to Forage on Gelatinous Prey in Mid-Water,PLOS ONE,2013,8,6,10.1371/journal.pone.0066043,J,narazaki2013
,,,,,"Fauchald, P; Tveraa, T",Hierarchical patch dynamics and animal movement pattern,OECOLOGIA,2006,149,3,10.1007/s00442-006-0463-7,J,fauchald2006
,,,,,"Hensman, MC; Owen-Smith, N; Parrini, F; Bonyongo, CM",Home range occupation and habitat use of sable antelope in the Okavango Delta region of northern Botswana,AFRICAN JOURNAL OF ECOLOGY,2014,52,2,10.1111/aje.12111,J,hensman2014a
,,,,,"Cloyed, CS; Hieb, EE; Collins, MK; DaCosta, KP; Carmichael, RH",Linking Use of Ship Channels by West Indian Manatees (Trichechus manatus) to Seasonal Migration and Habitat Use,FRONTIERS IN MARINE SCIENCE,2019,6,NA,10.3389/fmars.2019.00318,J,cloyed2019
,,,,,"Brewster, LR; Cahill, BV; Burton, MN; Dougan, C; Herr, JS; Norton, LI; McGuire, SA; Pico, M; Urban-Gedamke, E; Bassos-Hull, K; Tyminski, JP; Hueter, RE; Wetherbee, BM; Shivji, M; Burnie, N; Ajemian, MJ",First insights into the vertical habitat use of the whitespotted eagle ray Aetobatus narinari revealed by pop-up satellite archival tags,JOURNAL OF FISH BIOLOGY,2021,98,1,10.1111/jfb.14560,J,brewster2021
,,,,,"Welch, DW; Eveson, JP",An assessment of light-based geoposition estimates from archival tags,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1999,56,7,10.1139/cjfas-56-7-1317,J,welch1999
,,,,,"Muelbert, MMC; Robaldo, RB; Martines, PE; Colares, EP; Bianchini, A; Setzer, A","Movement of southern elephant seals (Mirounga leonina L.) from Elephant Is. South Shetlands, Antarctica",BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,2004,47,3,10.1590/S1516-89132004000300017,J,muelbert2004
,,,,,"Verhelst, P; Aarestrup, K; Hellstrom, G; Jepsen, N; Koed, A; Reubens, J; Sjoberg, N; Svendsen, JC; Kristensen, ML",The effect of externally attached archival data loggers on the short-term dispersal behaviour and migration speed of European eel (Anguilla anguilla L.),ANIMAL BIOTELEMETRY,2022,10,1,10.1186/s40317-022-00280-4,J,verhelst2022
,,,,,"Johnston, EM; Halsey, LG; Payne, NL; Kock, AA; Iosilevskii, G; Whelan, B; Houghton, JDR",Latent power of basking sharks revealed by exceptional breaching events,BIOLOGY LETTERS,2018,14,9,10.1098/rsbl.2018.0537,J,johnston2018
,,,,,"Fischer, G; Lee, S; Obara, M; Kasturi, P; Rossby, HT; Recksiek, CW",Tracking fishes with a microwatt acoustical receiver - An archival tag development,IEEE JOURNAL OF OCEANIC ENGINEERING,2006,31,4,10.1109/JOE.2006.880376,J,fischer2006
,,,,,"MacKay, JRD; Deag, JM; Haskell, MJ",Establishing the extent of behavioural reactions in dairy cattle to a leg mounted activity monitor,APPLIED ANIMAL BEHAVIOUR SCIENCE,2012,139,1-2,10.1016/j.applanim.2012.03.008,J,mackay2012
,,,,,"Cox, SL; Authier, M; Orgeret, F; Weimerskirch, H; Guinet, C",High mortality rates in a juvenile free-ranging marine predator and links to dive and forage ability,ECOLOGY AND EVOLUTION,2020,10,1,10.1002/ece3.5905,J,cox2020
,,,,,"Baumgartner, MF; Mate, BR",Summer and fall habitat of North Atlantic right whales (Eubalaena glacialis) inferred from satellite telemetry,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2005,62,3,10.1139/F04-238,J,baumgartner2005
,,,,,"HANSEN, MC; GARNER, GW; FANCY, SG",COMPARISON OF 3 METHODS FOR EVALUATING ACTIVITY OF DALL SHEEP,JOURNAL OF WILDLIFE MANAGEMENT,1992,56,4,10.2307/3809458,J,hansen1992
,,,,,"Michelangeli, M; Payne, E; Spiegel, O; Sinn, DL; Leu, ST; Gardner, MG; Sih, A","Personality, spatiotemporal ecological variation and resident/explorer movement syndromes in the sleepy lizard",JOURNAL OF ANIMAL ECOLOGY,2022,91,1,10.1111/1365-2656.13616,J,michelangeli2022
,,,,,"Wilson, SM; Hinch, SG; Patterson, DA; Eliason, EJ; Cooke, SJ",Estimating Adult Pacific Salmon Energy Use in Coastal British Columbia and the Fraser River Estuary with Acoustic Accelerometer Transmitters,ESTUARIES AND COASTS,2022,45,7,10.1007/s12237-022-01055-z,J,wilson2022
,,,,,"Recio, MR; Mathieu, R; Latham, MC; Latham, ADM; Seddon, PJ",Quantifying fine-scale resource selection by introduced European hedgehogs (Erinaceus europaeus) in ecologically sensitive areas,BIOLOGICAL INVASIONS,2013,15,8,10.1007/s10530-013-0410-6,J,recio2013a
,,,,,"Williams, EG; Davis, CN; Williams, M; Jones, DL; Cutress, D; Williams, HW; Brophy, PM; Rose, MT; Stuart, RB; Jones, RA",Associations between Gastrointestinal Nematode Infection Burden and Lying Behaviour as Measured by Accelerometers in Periparturient Ewes,ANIMALS,2022,12,18,10.3390/ani12182393,J,williams2022a
,,,,,"Byrne, ME; Guthrie, JD; Hardin, J; Collier, BA; Chamberlain, MJ",Evaluating Wild Turkey Movement Ecology: An Example Using First-Passage Time Analysis,WILDLIFE SOCIETY BULLETIN,2014,38,2,10.1002/wsb.404,J,byrne2014a
,,,,,"Gentes, ML; Mazerolle, MJ; Giroux, JF; Patenaude-Monette, M; Verreault, J",Tracking the sources of polybrominated diphenyl ethers in birds: Foraging in waste management facilities results in higher DecaBDE exposure in males,ENVIRONMENTAL RESEARCH,2015,138,NA,10.1016/j.envres.2015.02.036,J,gentes2015
,,,,,"Creel, S; Winnie, JA; Christianson, D","Underestimating the frequency, strength and cost of antipredator responses with data from GPS collars: an example with wolves and elk",ECOLOGY AND EVOLUTION,2013,3,16,10.1002/ece3.896,J,creel2013
,,,,,"Soltis, J; King, L; Vollrath, F; Douglas-Hamilton, I",Accelerometers and simple algorithms identify activity budgets and body orientation in African elephants Loxodonta africana,ENDANGERED SPECIES RESEARCH,2016,31,NA,10.3354/esr00746,J,soltis2016
,,,,,"Lok, T; van der Geest, M; Bom, RA; de Goeij, P; Piersma, T; Bouten, W",Prey ingestion rates revealed by back-mounted accelerometers in Eurasian spoonbills,ANIMAL BIOTELEMETRY,2023,11,1,10.1186/s40317-022-00315-w,J,lok2023
,,,,,"Freitas, C; Caldeira, R; Reis, J; Dellinger, T",Foraging behavior of juvenile loggerhead sea turtles in the open ocean: from Levy exploration to area-restricted search,MARINE ECOLOGY PROGRESS SERIES,2018,595,NA,10.3354/meps12581,J,freitas2018
,,,,,"Sippel, TJ; Davie, PS; Holdsworth, JC; Block, BA",Striped marlin (Tetrapturus audax) movements and habitat utilization during a summer and autumn in the Southwest Pacific Ocean,FISHERIES OCEANOGRAPHY,2007,16,5,10.1111/j.1365-2419.2007.00446.x,J,sippel2007
,,,,,"Zenone, A; Ciancio, JE; Badalamenti, F; Buffa, G; D'Anna, G; Pipitone, C; Giacalone, MV","Influence of light, food and predator presence on the activity pattern of the European spiny lobster Palinurus elephas: An investigation using tri-axial accelerometers",ECOLOGICAL INDICATORS,2020,113,NA,10.1016/j.ecolind.2020.106174,J,zenone2020
,,,,,"de Margerie, E; Simonneau, M; Caudal, JP; Houdelier, C; Lumineau, S",3D tracking of animals in the field using rotational stereo videography,JOURNAL OF EXPERIMENTAL BIOLOGY,2015,218,16,10.1242/jeb.118422,J,demargerie2015
,,,,,"Godley, BJ; Barbosa, C; Bruford, M; Broderick, AC; Catry, P; Coyne, MS; Formia, A; Hays, GC; Witt, MJ",Unravelling migratory connectivity in marine turtles using multiple methods,JOURNAL OF APPLIED ECOLOGY,2010,47,4,10.1111/j.1365-2664.2010.01817.x,J,godley2010
,,,,,"Schwartz-Belkin, I; Portman, ME",A review of geospatial technologies for improving Marine Spatial Planning: Challenges and opportunities,OCEAN & COASTAL MANAGEMENT,2023,231,NA,10.1016/j.ocecoaman.2022.106280,J,schwartzbelkin2023
,,,,,"Becking, LE; Christianen, MJA; Nava, MI; Miller, N; Willis, S; van Dam, RP","Post-breeding migration routes of marine turtles from Bonaire and Klein Bonaire, Caribbean Netherlands",ENDANGERED SPECIES RESEARCH,2016,30,NA,10.3354/esr00733,J,becking2016
,,,,,"Curnick, DJ; Davies, AJ; Duncan, C; Freeman, R; Jacoby, DMP; Shelley, HTE; Rossi, C; Wearn, OR; Williamson, MJ; Pettorelli, N",SmallSats: a new technological frontier in ecology and conservation?,REMOTE SENSING IN ECOLOGY AND CONSERVATION,2022,8,2,10.1002/rse2.239,J,curnick2022
,,,,,"Merrill, SB; Erickson, CR",A GPS-based metbod to examine wolf response to loud noise,WILDLIFE SOCIETY BULLETIN,2003,31,3,NA,J,merrill2003a
,,,,,"Dickinson, ER; Stephens, PA; Marks, NJ; Wilson, RP; Scantlebury, DM",Best practice for collar deployment of tri-axial accelerometers on a terrestrial quadruped to provide accurate measurement of body acceleration,ANIMAL BIOTELEMETRY,2020,8,1,10.1186/s40317-020-00198-9,J,dickinson2020
,,,,,"Robinson, SG; Weithman, CE; Bellman, HA; Prisley, SP; Fraser, JD; Catlin, DH; Karpanty, SM",Assessing Error in Locations of Conspicuous Wildlife Using Handheld GPS Units and Location Offset Methods,WILDLIFE SOCIETY BULLETIN,2020,44,1,10.1002/wsb.1055,J,robinson2020a
,,,,,"Spencer, HJ; Miller, T",A proposal for using GPS-logger equipped flying-foxes as monitors of change in tropical rainforest resource distribution,BIOLOGY AND CONSERVATION OF AUSTRALASIAN BATS,2011,NA,NA,NA,C,spencer2011
,,,,,"Lopez, MEJ; Palacios, DM; Legorreta, AJ; Urban, J; Mate, BR","Fin whale movements in the Gulf of California, Mexico, from satellite telemetry",PLOS ONE,2019,14,1,10.1371/journal.pone.0209324,J,lopez2019
,,,,,"Loreti, P; Bracciale, L; Colosimo, G; Vera, C; Gerber, GP; De Luca, M; Gentile, G",Assessment and validation of miniaturized technology for the remote tracking of critically endangered Galapagos pink land iguana (Conolophus marthae),ANIMAL BIOTELEMETRY,2020,8,1,10.1186/s40317-020-0192-4,J,loreti2020
